word,label,sentence
ad,A2,"I saw an ad for a new store, and I went there because they had a big sale."
addition,A2,I bought a new book for my collection in addition to the ones I already have.
admire,A2,I admired the beautiful paintings in the museum because my friend is a talented artist.
admit,A2,I admitted that I forgot to buy milk because I was in a hurry.
advanced,A2,He advanced to the front of the line because he was in a hurry.
advantage,A2,The hotel had a big advantage because it was close to the beach and the shops.
adventure,A2,Yesterday we had a little adventure in the forest because we found a hidden path.
advertise,A2,They advertised the new café in the local newspaper because they wanted more customers.
advertisement,A2,"I saw an advertisement for a new supermarket, and I went there because they had a special offer on bread."
advertising,A2,"I saw a lot of advertising for the new supermarket, and I decided to visit it yesterday."
advise,A2,He advised me to buy the cheaper tickets because the train was very busy.
affect,A2,The bad weather affected our travel plans because the train was delayed.
afford,A2,She could not afford the red dress because it was too expensive.
against,A2,He leaned the bicycle against the wall because it was windy outside.
aged,A2,The man aged quickly because he worked outside every day.
agent,A2,The travel agent helped me book my flight because I was nervous about the trip.
agreement,A2,"They made an agreement to meet at the park, and they both arrived on time."
ah,A2,"Ah, I forgot to buy milk because the shop was closed."
ahead,A2,We walked ahead to the bus stop because we did not want to be late.
aim,A2,"Yesterday, I aimed to buy some bread and milk because I wanted to make breakfast."
airline,A2,We took the airline to Spain last summer because the tickets were cheap.
alarm,A2,I set my alarm for seven o'clock because I had an early flight.
album,A2,I bought a music album yesterday because I like the singer.
alcohol,A2,He bought some alcohol for the party because his friends were coming.
alcoholic,A2,He stopped drinking alcoholic drinks because his doctor told him it was bad for his health.
alive,A2,"The cat was alive after the storm, and we were very happy because it was safe."
allow,A2,My parents will allow me to go to the cinema because I finished my homework.
almost,A2,He almost missed the bus because he woke up late.
alone,A2,She stayed home alone because she was feeling tired.
along,A2,We walked along the beach because the weather was nice.
already,A2,"I already bought the tickets for the train, and we can leave tomorrow."
alternative,A2,He chose the bus as an alternative because his car was broken.
although,A2,"Although it was raining, she went to the park and played with her friends."
amazed,A2,I was amazed by the big cake at the party because it had many colorful candles.
ambition,A2,He studied hard because his ambition was to become a doctor.
ambitious,A2,"He was ambitious, so he studied hard for the exam because he wanted a good job."
among,A2,She looked for her friend among the crowd at the station because they were going to travel together.
amount,A2,She bought a small amount of milk because she only needed it for her coffee.
analyse,A2,I analysed the prices in the shop because I wanted to save money.
analysis,A2,I did a simple analysis of my shopping list because I wanted to save money.
ancient,A2,We visited an ancient temple during our holiday because my father loves history.
ankle,A2,"She hurt her ankle when she fell off her bike, and she went to the doctor."
announce,A2,"The teacher will announce the test results tomorrow, and the students are very nervous."
announcement,A2,"The teacher made an announcement about the school trip, and everyone was very excited."
annoy,A2,The noise from the street annoyed me because I was trying to sleep.
annoyed,A2,He was annoyed because the bus was late and he missed his appointment.
annoying,A2,The noise from the construction site was very annoying because I could not sleep.
apart,A2,We sat apart on the bus because there were no empty seats together.
apologize,A2,I apologized to my friend because I forgot to buy the bread at the shop.
application,A2,I filled out an application for a new library card because I wanted to borrow books.
appointment,A2,"I had a doctor's appointment yesterday, and I arrived early because I did not want to wait."
appreciate,A2,I appreciated the gift because it was very thoughtful.
approximately,A2,The journey took approximately two hours because the traffic was heavy.
arrest,A2,The police arrested the man because he stole a bag from the shop.
arrival,A2,The arrival of the train was late because of the bad weather.
assignment,A2,I finished my assignment yesterday because I wanted to watch a movie.
assist,A2,I assisted my mother in the kitchen because she was cooking dinner.
atmosphere,A2,The atmosphere at the party was fun because everyone was dancing and laughing.
attach,A2,I will attach the receipt to the bag because you might need it later.
attitude,A2,He had a good attitude during the trip because he helped everyone with their bags.
attract,A2,The bright colors of the flowers in the shop window attracted many customers because they looked beautiful.
attraction,A2,"The main attraction of the park was the big lake, and we went there every weekend."
authority,A2,The teacher had the authority to decide the class rules because she was in charge.
aware,A2,"He was not aware of the time, and he missed the bus because it left early."
backwards,A2,He walked backwards down the hallway because he was looking for his keys.
badly,A2,He played badly in the match yesterday because he was tired.
bake,A2,Yesterday I baked a chocolate cake for my friend because it was her birthday.
balance,A2,Yesterday I checked my bank balance because I wanted to buy a new book.
ban,A2,The school banned phones in class because they were too distracting.
bar,A2,He went to the bar because he wanted to buy some chocolate.
base,A2,He based his decision on the price because he wanted to save money.
baseball,A2,Yesterday I watched a baseball game with my friends because we all love sports.
based,A2,"The movie was based on a true story, and I liked it very much."
basic,A2,He learned some basic words in English because he wanted to travel to London.
basis,A2,We chose this hotel as the basis for our trip because it was close to the train station.
basketball,A2,"We played basketball in the park yesterday, and I scored the winning point because my friend passed me the ball."
battery,A2,I bought a new battery for my remote control because the old one stopped working.
battle,A2,He battled with the heavy shopping bags because the store was far from his car.
bean,A2,I bought some beans at the shop because I wanted to make soup for dinner.
bear,A2,"She could not bear the heavy bag, so she put it down to rest."
beat,A2,He beat his brother at the game yesterday because he practiced a lot.
beauty,A2,She bought the flowers because she loved their beauty.
bee,A2,Yesterday I saw a bee in the garden because it was flying near the flowers.
beef,A2,I bought some beef at the supermarket because I wanted to make dinner.
behave,A2,The children behaved very well in the shop because their mother promised them a treat.
behaviour,A2,His behaviour at the restaurant was very good because he said please and thank you.
belief,A2,She did not buy the dress because her belief was that it cost too much.
bell,A2,The bell rang loudly because the class was over.
belong,A2,"That book did not belong to me, so I gave it back to the library."
belongs,A2,"The book belongs to the library, and I returned it yesterday because I finished reading it."
belt,A2,He bought a new belt because his old one was too small for his trousers.
benefit,A2,"The walk to school every morning was a great benefit for my health, and I felt much better."
billion,A2,He saved a billion dollars for his family because he worked very hard.
bin,A2,I put the empty bottles in the recycling bin because I wanted to help the environment.
biology,A2,I studied biology yesterday because we have a test next week.
birth,A2,She was very happy because she celebrated her dog's birth last week.
biscuit,A2,I ate a biscuit with my tea because I was hungry.
bit,A2,I bit into the apple because it looked fresh and juicy.
bite,A2,The word bite is commonly used in everyday language.
blank,A2,She filled in the blank on the form because she wanted to join the library.
block,A2,"The car blocked the driveway, so we could not leave."
blood,A2,"He cut his finger and there was blood on the paper, so he went to find a bandage."
blow,A2,The word blow is commonly used in everyday language.
board,A2,He got on the board and rode the bus to school because it was raining.
boil,A2,I boiled some water for tea because I was cold.
bomb,A2,"The bomb exploded in the city, and the people ran away because they were scared."
bone,A2,The dog found a bone in the garden and he was very happy.
border,A2,They crossed the border into France because they wanted to visit the mountains.
borrow,A2,I borrowed a book from the library because I wanted to read it on my holiday.
boss,A2,My boss was happy because I finished my work early.
bother,A2,I didn't bother to buy milk because I was in a hurry.
bottom,A2,He looked at the bottom of his shoe because he stepped in some water.
bowl,A2,Yesterday I bought a new bowl because my old one broke.
brain,A2,"I used my brain to solve the puzzle, and I felt very happy."
branch,A2,He went to the bank branch yesterday because he needed to open a new account.
brand,A2,I bought that brand of shoes because they were comfortable and cheap.
brave,A2,She was brave when she went to the new shop alone because she did not know the way.
breath,A2,He took a deep breath before he went into the shop because he was nervous.
breathe,A2,He breathed deeply after his long walk because he was very tired.
breathing,A2,He stopped running because his breathing was very fast and loud.
bride,A2,The bride wore a white dress and smiled because she was very happy.
bridge,A2,Yesterday we walked over the old bridge because we wanted to see the river.
bright,A2,"The sun was very bright yesterday, so I wore my sunglasses."
bubble,A2,The children played with bubbles in the park because it was a sunny day.
bury,A2,The dog will bury his bone in the garden because he wants to save it for later.
calm,A2,"The sea was very calm during our boat trip, and we enjoyed the sunny weather."
campaign,A2,"The school started a campaign to clean the park, and many students helped."
campus,A2,Yesterday I walked around the campus because I wanted to find the library.
candidate,A2,The candidate arrived early for the interview because she wanted to be ready.
cap,A2,He bought a new cap because his old one was too small.
captain,A2,The captain told us to put on our life jackets because the weather was bad.
careless,A2,He was careless with his money and lost his wallet because he left it on the bus.
category,A2,I put all my clothes into one category because it was easier for packing.
ceiling,A2,He looked up at the ceiling because he heard a strange noise from the room above.
celebration,A2,We had a big celebration for my birthday because all my friends came to my house.
central,A2,"The hotel was in a central location, and we walked to the shops because it was very convenient."
ceremony,A2,We had a small ceremony for my grandmother's birthday because she wanted a quiet party.
chain,A2,She bought a new chain for her bicycle because the old one was broken.
challenge,A2,The shopping trip was a challenge because I had to carry many heavy bags.
champion,A2,He was the champion of the school running race last year because he trained every day.
channel,A2,We watched a nature channel on TV because my brother loves animals.
chapter,A2,I finished reading a chapter of my book last night because I wanted to learn more about the story.
charge,A2,He charged his phone before the trip because he wanted to listen to music on the bus.
cheat,A2,He cheated on the test because he did not study for it.
cheerful,A2,She felt cheerful after her shopping trip because she found a nice dress on sale.
chemical,A2,He bought a cleaning product because it did not have a strong chemical smell.
chest,A2,He put his clothes in the chest because he wanted to keep his room tidy.
childhood,A2,I played with my friends every day during my childhood because we lived near a big park.
church,A2,We went to the church yesterday because my cousin was singing in the choir.
cigarette,A2,He bought a pack of cigarettes at the shop because he wanted to smoke after dinner.
circle,A2,We drew a big circle on the paper and then colored it blue because it looked like the sky.
claim,A2,She claimed a refund for the broken toy because she had the receipt.
classical,A2,We listened to classical music on the radio because it was very relaxing.
clause,A2,She read the contract carefully because the first clause explained the payment rules.
clear,A2,"The sky was clear yesterday, so we went to the park."
clearly,A2,He spoke clearly during the presentation because he wanted everyone to understand.
clever,A2,He was clever and found a cheaper ticket for the train because he looked online.
click,A2,He clicked the button on the website because he wanted to buy the shoes.
client,A2,The client called the office because he had a question about his order.
climate,A2,"The climate was very hot during our holiday, so we went swimming every day."
closed,A2,The shop was closed yesterday because it was a public holiday.
